transaction_id,customer_id,merchant,amount,transaction_type,country,status,timestamp,is_fraud,high_risk_transaction,international_transaction,suspicious_activity
252,4172,"Lawson, Atkins and Avila",3909.9,purchase,US,declined,2026-05-24 13:50:16.619792,1,True,False,False
253,2584,Carter Inc,3067.84,transfer,CA,approved,2026-05-24 13:50:16.619895,0,True,True,True
254,1969,Johnson Ltd,3602.49,purchase,NG,approved,2026-05-24 13:50:16.620016,0,True,True,True
255,3880,Logan-Garcia,82.67,transfer,UK,approved,2026-05-24 13:50:16.620174,0,False,True,False
256,4674,"Greer, Johnson and Martinez",1673.37,withdrawal,NG,declined,2026-05-24 13:50:16.620406,1,False,True,False
257,2062,Yang and Sons,2523.62,withdrawal,NG,declined,2026-05-24 13:50:16.620534,1,False,True,False
258,4963,"Davis, Wilson and Lewis",4989.59,transfer,US,declined,2026-05-24 13:50:16.620869,0,True,False,False
259,4308,"Ford, Cunningham and Harris",4860.0,withdrawal,US,declined,2026-05-24 13:50:16.621096,0,True,False,False
260,3926,Mccoy-Duffy,3067.53,transfer,CA,declined,2026-05-24 13:50:16.621251,1,True,True,True
261,2598,Nelson-Shaw,1418.7,withdrawal,UK,declined,2026-05-24 13:50:16.621405,0,False,True,False
262,4160,"Jackson, Jimenez and Reynolds",2754.94,withdrawal,NG,approved,2026-05-24 13:50:16.621630,0,False,True,False
263,3975,Hubbard-Nichols,2878.6,withdrawal,NG,approved,2026-05-24 13:50:16.621785,0,False,True,False
264,1481,Hudson-King,613.82,purchase,US,approved,2026-05-24 13:50:16.621938,0,False,False,False
265,4826,"Levy, Wilson and Vega",3693.11,transfer,NG,declined,2026-05-24 13:50:16.622162,0,True,True,True
266,3900,Gonzalez-Perry,4633.01,transfer,UK,declined,2026-05-24 13:50:16.622316,0,True,True,True
267,2336,Brown Group,3493.84,withdrawal,UK,approved,2026-05-24 13:50:16.622404,0,True,True,True
268,2554,Garcia Group,1372.0,purchase,UK,declined,2026-05-24 13:50:16.622491,0,False,True,False
269,3738,"Mitchell, Becker and Lynch",1497.1,withdrawal,NG,approved,2026-05-24 13:50:16.622714,0,False,True,False
270,4608,"Vargas, Scott and Lopez",1769.99,purchase,CA,approved,2026-05-24 13:50:16.622940,0,False,True,False
271,1624,"Rivera, Hoover and Christensen",1830.38,purchase,CA,declined,2026-05-24 13:50:16.623163,0,False,True,False
272,4594,Acosta Inc,196.8,withdrawal,CA,declined,2026-05-24 13:50:16.623250,0,False,True,False
273,4922,Walker-Durham,3824.57,withdrawal,CA,approved,2026-05-24 13:50:16.623403,0,True,True,True
274,1467,Mcguire-Wright,1120.87,withdrawal,US,approved,2026-05-24 13:50:16.623556,1,False,False,False
275,4731,"King, Singh and Jimenez",802.87,transfer,CA,approved,2026-05-24 13:50:16.623784,0,False,True,False
276,3528,"Jacobs, Cochran and Neal",4846.74,transfer,NG,approved,2026-05-24 13:50:16.624011,0,True,True,True
277,2709,Dunn-Gamble,4103.67,transfer,US,declined,2026-05-24 13:50:16.624200,0,True,False,False
278,1274,Peters-Craig,2813.05,transfer,CA,approved,2026-05-24 13:50:16.624355,0,False,True,False
279,3786,Roberson-Caldwell,428.72,withdrawal,US,approved,2026-05-24 13:50:16.624603,0,False,False,False
280,2965,Moore-Melton,3773.15,purchase,UK,declined,2026-05-24 13:50:16.624781,0,True,True,True
281,1680,"Francis, Bonilla and Thompson",4946.48,transfer,NG,declined,2026-05-24 13:50:16.625019,1,True,True,True
282,3549,Cooke-Jimenez,2075.09,withdrawal,NG,declined,2026-05-24 13:50:16.625178,1,False,True,False
283,4584,Gregory-Smith,97.14,transfer,UK,declined,2026-05-24 13:50:16.625350,0,False,True,False
284,1452,Lopez LLC,1367.88,transfer,UK,approved,2026-05-24 13:50:16.625440,0,False,True,False
285,1118,Vaughn-Rivera,1734.68,purchase,US,approved,2026-05-24 13:50:16.625599,0,False,False,False
286,2830,"Weiss, Moore and Francis",2223.34,withdrawal,US,approved,2026-05-24 13:50:16.625831,1,False,False,False
287,2842,"Buchanan, Brooks and Schultz",3633.22,withdrawal,NG,declined,2026-05-24 13:50:16.626064,0,True,True,True
288,2713,Johns-Martin,2846.52,transfer,UK,declined,2026-05-24 13:50:16.626222,0,False,True,False
289,4577,"Thomas, Matthews and Hart",3227.62,withdrawal,UK,declined,2026-05-24 13:50:16.626453,0,True,True,True
290,2561,Campbell-Sosa,4321.91,purchase,UK,declined,2026-05-24 13:50:16.626612,0,True,True,True
291,4210,"Torres, Watson and Murphy",3444.57,transfer,CA,declined,2026-05-24 13:50:16.626847,1,True,True,True
292,3794,Shields-Cook,2408.5,purchase,UK,approved,2026-05-24 13:50:16.627004,0,False,True,False
293,4752,Fuentes PLC,3677.21,transfer,NG,approved,2026-05-24 13:50:16.627094,0,True,True,True
294,3959,Smith-Smith,4563.97,purchase,UK,declined,2026-05-24 13:50:16.627252,0,True,True,True
295,4765,Armstrong-Weiss,10.64,purchase,NG,approved,2026-05-24 13:50:16.627415,0,False,True,False
296,3432,Richardson-Robbins,925.21,purchase,UK,declined,2026-05-24 13:50:16.627573,0,False,True,False
297,2594,Sanders and Sons,3725.12,withdrawal,US,declined,2026-05-24 13:50:16.627663,0,True,False,False
298,2146,Lopez Group,1535.87,purchase,US,approved,2026-05-24 13:50:16.627752,0,False,False,False
299,1429,Collier Inc,3845.21,purchase,US,approved,2026-05-24 13:50:16.627841,0,True,False,False
300,2798,"Johnson, Jones and Davis",2133.61,purchase,UK,approved,2026-05-24 13:50:16.628072,0,False,True,False
301,3430,Rice and Sons,1281.2,purchase,UK,declined,2026-05-24 13:50:16.628162,1,False,True,False
302,4926,Baldwin Group,4686.3,purchase,CA,declined,2026-05-24 13:50:16.628251,0,True,True,True
303,2907,"Perez, Barton and Wiggins",3369.89,purchase,CA,approved,2026-05-24 13:50:16.628491,0,True,True,True
304,3032,"Small, Lutz and Hernandez",1316.17,transfer,UK,declined,2026-05-24 13:50:16.628724,0,False,True,False
305,4096,Rogers-Harrison,3539.72,withdrawal,NG,approved,2026-05-24 13:50:16.628882,0,True,True,True
306,4383,"Kim, Howell and Rodgers",2861.54,purchase,NG,approved,2026-05-24 13:50:16.629113,0,False,True,False
307,1300,Fisher Group,56.48,withdrawal,NG,declined,2026-05-24 13:50:16.629203,1,False,True,False
308,3987,"Phelps, Miller and Hawkins",4530.36,purchase,CA,declined,2026-05-24 13:50:16.629486,1,True,True,True
309,1129,Frost-Henry,1859.02,purchase,NG,approved,2026-05-24 13:50:16.629661,0,False,True,False
310,3485,Ramirez Inc,1503.13,withdrawal,CA,declined,2026-05-24 13:50:16.629759,0,False,True,False
311,2978,Martinez-Sharp,2742.22,withdrawal,US,approved,2026-05-24 13:50:16.629922,1,False,False,False
312,4603,Williams PLC,2948.44,purchase,CA,declined,2026-05-24 13:50:16.630020,0,False,True,False
313,3962,Lopez-Padilla,1492.76,purchase,CA,declined,2026-05-24 13:50:16.630182,0,False,True,False
314,1071,"Taylor, Fox and Williams",3599.38,withdrawal,NG,declined,2026-05-24 13:50:16.630420,0,True,True,True
315,4910,Howard LLC,1665.33,transfer,US,approved,2026-05-24 13:50:16.630516,0,False,False,False
316,4329,Buchanan and Sons,4131.36,purchase,UK,declined,2026-05-24 13:50:16.630611,0,True,True,True
317,1152,Wright-Turner,4355.82,withdrawal,UK,declined,2026-05-24 13:50:16.630772,0,True,True,True
318,3135,"Wong, Smith and Tyler",4387.97,withdrawal,UK,declined,2026-05-24 13:50:16.631007,0,True,True,True
319,3845,Scott LLC,3950.14,purchase,US,approved,2026-05-24 13:50:16.631098,0,True,False,False
320,1299,Hayes Group,2262.79,withdrawal,US,approved,2026-05-24 13:50:16.631188,1,False,False,False
321,2218,Mitchell-Williamson,3881.91,purchase,US,approved,2026-05-24 13:50:16.631349,0,True,False,False
322,1867,Patton Group,3975.32,transfer,US,approved,2026-05-24 13:50:16.631440,0,True,False,False
323,3489,Barton-Sloan,3603.65,purchase,UK,declined,2026-05-24 13:50:16.631602,1,True,True,True
324,1283,Bush-Berry,4502.83,purchase,NG,approved,2026-05-24 13:50:16.631763,0,True,True,True
325,2111,Clay-Carter,4811.5,withdrawal,CA,declined,2026-05-24 13:50:16.631928,1,True,True,True
326,2651,Keller Ltd,3362.36,withdrawal,CA,approved,2026-05-24 13:50:16.632019,1,True,True,True
327,1604,Walker-White,1184.43,withdrawal,NG,approved,2026-05-24 13:50:16.632180,0,False,True,False
328,4308,Brewer-Zimmerman,3375.82,withdrawal,US,approved,2026-05-24 13:50:16.632340,0,True,False,False
329,3783,"Edwards, Clark and Richardson",2880.28,transfer,US,declined,2026-05-24 13:50:16.632575,0,False,False,False
330,4383,"Turner, Rojas and Wilson",3045.07,transfer,US,approved,2026-05-24 13:50:16.632808,0,True,False,False
331,3617,"Bishop, Coleman and Garner",2338.9,withdrawal,NG,declined,2026-05-24 13:50:16.633043,0,False,True,False
332,1192,Little LLC,438.9,transfer,US,approved,2026-05-24 13:50:16.633134,0,False,False,False
333,1915,Ball Ltd,1092.49,purchase,CA,approved,2026-05-24 13:50:16.633224,1,False,True,False
334,2800,Howell-Andrews,915.69,transfer,NG,declined,2026-05-24 13:50:16.633393,0,False,True,False
335,2412,Lin-Ellis,2129.52,transfer,UK,approved,2026-05-24 13:50:16.633555,0,False,True,False
336,1133,Garcia LLC,3031.85,transfer,CA,approved,2026-05-24 13:50:16.633646,0,True,True,True
337,4775,"Hernandez, Boyle and Wood",1489.72,withdrawal,UK,declined,2026-05-24 13:50:16.633883,1,False,True,False
338,3771,Jones and Sons,611.73,transfer,CA,declined,2026-05-24 13:50:16.633974,0,False,True,False
339,1999,Willis Ltd,2966.8,purchase,UK,approved,2026-05-24 13:50:16.634064,0,False,True,False
340,1177,Cuevas-Phillips,3329.89,withdrawal,NG,approved,2026-05-24 13:50:16.634224,1,True,True,True
341,1029,Christian-Morales,3706.04,transfer,NG,declined,2026-05-24 13:50:16.634386,0,True,True,True
342,2467,"Watson, Jordan and Brown",1852.01,transfer,UK,declined,2026-05-24 13:50:16.634637,0,False,True,False
343,4464,"Ellis, Brewer and Stewart",2758.59,purchase,UK,declined,2026-05-24 13:50:16.634874,0,False,True,False
344,3484,"Stewart, Williams and Watson",541.31,purchase,NG,approved,2026-05-24 13:50:16.635109,1,False,True,False
345,4136,"Sanchez, Beasley and Newton",107.7,purchase,UK,approved,2026-05-24 13:50:16.635355,0,False,True,False
346,2901,Brown-Waters,1757.58,transfer,US,declined,2026-05-24 13:50:16.635511,0,False,False,False
347,1444,Richardson and Sons,4641.39,withdrawal,NG,declined,2026-05-24 13:50:16.635639,0,True,True,True
348,3962,Dawson LLC,3006.2,withdrawal,US,declined,2026-05-24 13:50:16.635746,0,True,False,False
349,1227,"Ellis, Lee and Humphrey",3455.64,transfer,NG,declined,2026-05-24 13:50:16.635977,1,True,True,True
350,3568,Bryant Ltd,3114.81,withdrawal,US,declined,2026-05-24 13:50:16.636066,0,True,False,False
351,4433,Frey PLC,566.77,purchase,UK,approved,2026-05-24 13:50:16.636154,0,False,True,False
352,1987,"Blanchard, Vasquez and Carrillo",1905.19,withdrawal,CA,approved,2026-05-24 13:50:16.636384,0,False,True,False
353,1602,Jackson-Ortega,4201.71,withdrawal,CA,approved,2026-05-24 13:50:16.636540,0,True,True,True
354,1040,Williams Group,2912.25,withdrawal,CA,approved,2026-05-24 13:50:16.636632,0,False,True,False
355,3349,Rodriguez-Simpson,1310.82,transfer,UK,declined,2026-05-24 13:50:16.636790,0,False,True,False
356,3192,Fields and Sons,2272.49,purchase,NG,declined,2026-05-24 13:50:16.636879,0,False,True,False
357,1063,Marquez-Taylor,178.22,withdrawal,NG,declined,2026-05-24 13:50:16.637035,0,False,True,False
358,4666,Brewer-Kim,3507.03,transfer,UK,approved,2026-05-24 13:50:16.637192,0,True,True,True
359,2327,Graham LLC,2583.71,transfer,UK,approved,2026-05-24 13:50:16.637280,0,False,True,False
360,3579,Johnson-Clark,4394.15,transfer,UK,approved,2026-05-24 13:50:16.637501,0,True,True,True
361,1336,Rodriguez and Sons,4863.83,withdrawal,CA,approved,2026-05-24 13:50:16.637594,0,True,True,True
362,2747,Chapman PLC,3322.19,withdrawal,US,approved,2026-05-24 13:50:16.637736,1,True,False,False
363,3738,Wagner-Kelly,2107.86,transfer,US,declined,2026-05-24 13:50:16.637912,0,False,False,False
364,4167,"Kelley, Powell and Dorsey",1022.04,withdrawal,NG,approved,2026-05-24 13:50:16.638223,0,False,True,False
365,1818,Wu-Berry,3789.78,transfer,US,declined,2026-05-24 13:50:16.638445,0,True,False,False
366,2044,Phillips LLC,3053.61,purchase,NG,declined,2026-05-24 13:50:16.638610,0,True,True,True
367,2588,Sandoval-Chavez,4701.04,purchase,CA,approved,2026-05-24 13:50:16.638922,0,True,True,True
368,3501,Carson Ltd,557.31,purchase,CA,approved,2026-05-24 13:50:16.639029,0,False,True,False
369,2810,Wolf PLC,3055.22,purchase,UK,approved,2026-05-24 13:50:16.639123,1,True,True,True
370,1382,"Richards, Morgan and Young",3924.54,withdrawal,CA,declined,2026-05-24 13:50:16.639354,0,True,True,True
371,1886,"Thomas, Gilmore and Ramos",2024.36,purchase,NG,declined,2026-05-24 13:50:16.639589,1,False,True,False
372,4500,"Rogers, Good and Patterson",2342.6,purchase,CA,approved,2026-05-24 13:50:16.639874,0,False,True,False
373,3259,"Parker, Nelson and Gonzalez",4052.01,purchase,CA,approved,2026-05-24 13:50:16.640157,0,True,True,True
374,4258,Meza-Matthews,256.28,withdrawal,UK,approved,2026-05-24 13:50:16.640319,0,False,True,False
375,3784,Gamble-Vasquez,3324.38,transfer,CA,declined,2026-05-24 13:50:16.640478,0,True,True,True
376,2058,Schmidt Inc,718.1,withdrawal,CA,approved,2026-05-24 13:50:16.640572,0,False,True,False
377,4652,Harrison Ltd,2578.49,purchase,UK,declined,2026-05-24 13:50:16.640662,1,False,True,False
378,3263,"Martin, Garcia and Villanueva",4079.13,transfer,CA,declined,2026-05-24 13:50:16.640926,0,True,True,True
379,2268,Cox-Coleman,3242.52,withdrawal,UK,declined,2026-05-24 13:50:16.641083,1,True,True,True
380,3815,"Sanders, Wright and Alvarez",4371.8,purchase,CA,approved,2026-05-24 13:50:16.641314,1,True,True,True
381,2437,Berger-Smith,2876.4,purchase,NG,approved,2026-05-24 13:50:16.641474,0,False,True,False
382,1215,Martin PLC,4828.1,transfer,CA,approved,2026-05-24 13:50:16.641561,1,True,True,True
383,2153,Stephenson-Simmons,133.25,transfer,UK,declined,2026-05-24 13:50:16.641717,1,False,True,False
384,3124,Grant-Fletcher,2079.47,purchase,UK,declined,2026-05-24 13:50:16.641874,0,False,True,False
385,1128,"Jones, Rivera and Mason",60.44,purchase,US,declined,2026-05-24 13:50:16.642102,0,False,False,False
386,1387,"Phillips, Harvey and Jones",2341.83,purchase,CA,declined,2026-05-24 13:50:16.642330,1,False,True,False
387,1188,Morales-Vega,4359.83,purchase,NG,declined,2026-05-24 13:50:16.642487,0,True,True,True
388,4676,"Christensen, Barber and Marquez",644.54,transfer,US,declined,2026-05-24 13:50:16.642716,0,False,False,False
389,4337,Reynolds and Sons,1052.9,purchase,NG,declined,2026-05-24 13:50:16.642804,1,False,True,False
390,3259,Blair Ltd,2652.11,purchase,US,approved,2026-05-24 13:50:16.642891,0,False,False,False
391,1168,"Hendrix, Espinoza and Hughes",3970.24,purchase,NG,approved,2026-05-24 13:50:16.643119,0,True,True,True
392,2160,"Vega, Williams and Pena",2736.95,purchase,UK,declined,2026-05-24 13:50:16.643346,0,False,True,False
393,3335,Bailey PLC,795.26,transfer,NG,declined,2026-05-24 13:50:16.643437,0,False,True,False
394,3527,Harrison Group,866.73,withdrawal,US,declined,2026-05-24 13:50:16.643525,1,False,False,False
395,1496,"Walsh, Caldwell and Villegas",1082.15,transfer,UK,declined,2026-05-24 13:50:16.643753,0,False,True,False
396,4185,"Clark, White and Rodriguez",703.95,purchase,US,approved,2026-05-24 13:50:16.643980,0,False,False,False
397,4078,"Kemp, Thomas and Madden",2917.67,transfer,CA,declined,2026-05-24 13:50:16.644207,1,False,True,False
398,2270,"Walker, Perry and George",2388.17,transfer,NG,approved,2026-05-24 13:50:16.644433,0,False,True,False
399,2996,Rose Ltd,2701.4,withdrawal,CA,declined,2026-05-24 13:50:16.644521,0,False,True,False
400,1096,Jones PLC,4241.51,withdrawal,CA,approved,2026-05-24 13:50:16.644613,0,True,True,True
401,4637,"Camacho, Hoffman and Rogers",1939.55,withdrawal,UK,declined,2026-05-24 13:50:16.644841,0,False,True,False
402,4232,Cervantes Group,1881.51,purchase,CA,approved,2026-05-24 13:50:16.644930,1,False,True,False
403,1800,"Roth, Diaz and Salazar",3920.49,transfer,NG,declined,2026-05-24 13:50:16.645158,1,True,True,True
404,2134,"Myers, Monroe and Hall",4414.27,purchase,US,declined,2026-05-24 13:50:16.645405,1,True,False,False
405,1798,Ramos-Johnson,527.6,transfer,CA,declined,2026-05-24 13:50:16.645594,0,False,True,False
406,3814,"Barnett, Edwards and Ashley",420.54,transfer,CA,declined,2026-05-24 13:50:16.645860,0,False,True,False
407,4893,Morrison and Sons,926.44,transfer,US,declined,2026-05-24 13:50:16.645958,0,False,False,False
408,4931,"Davis, Johnson and Gentry",1013.22,withdrawal,CA,approved,2026-05-24 13:50:16.646197,0,False,True,False
409,2323,Dixon Inc,2414.02,withdrawal,CA,declined,2026-05-24 13:50:16.646291,0,False,True,False
410,2556,Thompson-Miller,1517.45,transfer,UK,declined,2026-05-24 13:50:16.646452,0,False,True,False
411,1409,"Martinez, Camacho and Fernandez",945.71,purchase,NG,approved,2026-05-24 13:50:16.646704,0,False,True,False
412,1925,Munoz Group,3405.79,withdrawal,NG,declined,2026-05-24 13:50:16.646802,0,True,True,True
413,1673,Andrews-Hahn,2987.16,purchase,US,declined,2026-05-24 13:50:16.646965,0,False,False,False
414,3847,"Chase, Wilson and Shaw",2479.22,transfer,US,approved,2026-05-24 13:50:16.647203,0,False,False,False
415,3995,Hanson-Davis,1232.88,withdrawal,CA,approved,2026-05-24 13:50:16.647366,1,False,True,False
416,3870,"Trujillo, Griffith and Jackson",4394.98,purchase,UK,declined,2026-05-24 13:50:16.647603,0,True,True,True
417,3110,"Marshall, Nguyen and Campbell",773.89,transfer,CA,declined,2026-05-24 13:50:16.647840,0,False,True,False
418,2870,Ortiz Inc,4880.01,purchase,NG,approved,2026-05-24 13:50:16.647934,0,True,True,True
419,2971,"Johnson, Brown and Fischer",4089.73,withdrawal,CA,declined,2026-05-24 13:50:16.648175,0,True,True,True
420,1380,Andersen-Gonzalez,3910.2,purchase,UK,approved,2026-05-24 13:50:16.648337,0,True,True,True
421,3805,"Walker, Pollard and Moore",3393.4,purchase,UK,approved,2026-05-24 13:50:16.648574,0,True,True,True
422,2320,"Johnson, Sanchez and King",3626.17,withdrawal,NG,declined,2026-05-24 13:50:16.648809,0,True,True,True
423,2006,Johnson-Hunter,4963.54,withdrawal,NG,approved,2026-05-24 13:50:16.648970,0,True,True,True
424,2046,Mccann-Carr,3432.39,withdrawal,NG,approved,2026-05-24 13:50:16.649132,0,True,True,True
425,2878,Caldwell Ltd,590.54,transfer,CA,approved,2026-05-24 13:50:16.649223,0,False,True,False
426,3278,Harris-Barnes,1522.72,withdrawal,US,declined,2026-05-24 13:50:16.649384,0,False,False,False
427,4191,Herrera-Thompson,1181.39,transfer,UK,declined,2026-05-24 13:50:16.649546,0,False,True,False
428,4499,Green-Melton,2122.43,withdrawal,CA,declined,2026-05-24 13:50:16.649707,0,False,True,False
429,4656,Lane-Carpenter,908.84,transfer,NG,declined,2026-05-24 13:50:16.649868,1,False,True,False
430,3354,Walsh-Patterson,2178.86,purchase,UK,declined,2026-05-24 13:50:16.650030,0,False,True,False
431,3682,Carter-Murphy,4075.16,transfer,CA,declined,2026-05-24 13:50:16.650192,0,True,True,True
432,3985,Stephens Inc,4829.96,transfer,UK,approved,2026-05-24 13:50:16.650286,0,True,True,True
433,1856,Anthony LLC,4129.51,withdrawal,UK,approved,2026-05-24 13:50:16.650378,0,True,True,True
434,2642,"Brown, Reyes and Nichols",1743.97,withdrawal,NG,approved,2026-05-24 13:50:16.650614,0,False,True,False
435,1357,"Blanchard, Castaneda and Best",113.66,transfer,UK,approved,2026-05-24 13:50:16.650851,0,False,True,False
436,4904,"Levy, Gonzalez and Carter",293.08,purchase,NG,declined,2026-05-24 13:50:16.651087,0,False,True,False
437,4745,Byrd Ltd,4021.58,transfer,NG,approved,2026-05-24 13:50:16.651178,0,True,True,True
438,1051,Oneal and Sons,2707.46,purchase,US,declined,2026-05-24 13:50:16.651268,0,False,False,False
439,3507,Aguilar-Johnston,3698.55,transfer,CA,declined,2026-05-24 13:50:16.651429,0,True,True,True
440,2295,Davis Group,1755.62,purchase,NG,declined,2026-05-24 13:50:16.651520,1,False,True,False
441,3255,Miller-Miller,1648.53,purchase,CA,approved,2026-05-24 13:50:16.651731,0,False,True,False
442,2528,"Clark, Willis and Wilson",4832.81,purchase,NG,approved,2026-05-24 13:50:16.651971,0,True,True,True
443,3761,"Wagner, Cruz and Lawson",2354.48,withdrawal,US,declined,2026-05-24 13:50:16.652207,1,False,False,False
444,2346,Berry Group,440.84,transfer,US,declined,2026-05-24 13:50:16.652300,1,False,False,False
445,3061,"Romero, Ortega and Gilbert",3837.72,withdrawal,CA,declined,2026-05-24 13:50:16.652538,0,True,True,True
446,3922,"Johnson, Reese and Aguilar",377.63,purchase,NG,approved,2026-05-24 13:50:16.652774,0,False,True,False
447,3275,"Wallace, Johnson and Smith",3150.91,withdrawal,US,approved,2026-05-24 13:50:16.653024,1,True,False,False
448,1906,"Barron, Vasquez and Hernandez",3571.44,purchase,CA,approved,2026-05-24 13:50:16.653394,0,True,True,True
449,2851,Morgan-Bowen,1459.03,transfer,US,approved,2026-05-24 13:50:16.653570,0,False,False,False
450,4641,Mcdonald-Alexander,3311.09,withdrawal,CA,approved,2026-05-24 13:50:16.653733,0,True,True,True
451,2193,Knapp-Rodriguez,2938.9,purchase,NG,approved,2026-05-24 13:50:16.653906,1,False,True,False
452,4930,"Wall, Shaffer and Smith",3115.56,transfer,US,declined,2026-05-24 13:50:16.654142,0,True,False,False
453,3589,Bennett-Oconnell,3900.69,transfer,CA,declined,2026-05-24 13:50:16.654302,0,True,True,True
454,1677,Ortiz-Thomas,4797.78,purchase,US,declined,2026-05-24 13:50:16.654461,0,True,False,False
455,1326,Adams-Mills,3044.92,withdrawal,NG,approved,2026-05-24 13:50:16.654620,0,True,True,True
456,4684,"Herrera, Sellers and Lawrence",912.05,purchase,CA,approved,2026-05-24 13:50:16.654853,0,False,True,False
457,1264,Marquez-Mckenzie,1087.07,transfer,US,approved,2026-05-24 13:50:16.655012,1,False,False,False
458,4888,Mcdonald Ltd,453.61,withdrawal,CA,declined,2026-05-24 13:50:16.655104,0,False,True,False
459,3643,Bell-Hodges,1080.96,withdrawal,UK,approved,2026-05-24 13:50:16.655263,1,False,True,False
460,4818,Fowler Inc,3717.17,withdrawal,US,declined,2026-05-24 13:50:16.655355,0,True,False,False
461,1423,"Wright, Larson and Flores",4848.43,transfer,US,declined,2026-05-24 13:50:16.655593,0,True,False,False
462,1834,Rodriguez-Reynolds,1453.18,purchase,UK,declined,2026-05-24 13:50:16.655758,0,False,True,False
463,4567,Fox PLC,410.51,transfer,NG,declined,2026-05-24 13:50:16.655848,0,False,True,False
464,1126,Fitzpatrick LLC,1238.23,transfer,UK,declined,2026-05-24 13:50:16.655938,1,False,True,False
465,4158,Donaldson LLC,1185.03,withdrawal,CA,approved,2026-05-24 13:50:16.656027,1,False,True,False
466,4229,Rice PLC,4517.45,purchase,CA,declined,2026-05-24 13:50:16.656116,0,True,True,True
467,3395,Green and Sons,3070.6,transfer,UK,declined,2026-05-24 13:50:16.656205,0,True,True,True
468,4149,"Douglas, Silva and Gardner",4302.52,purchase,UK,approved,2026-05-24 13:50:16.656438,0,True,True,True
469,1168,Weiss Ltd,3309.23,withdrawal,US,approved,2026-05-24 13:50:16.656528,0,True,False,False
470,1239,"Cuevas, Miller and Fisher",2152.36,transfer,UK,declined,2026-05-24 13:50:16.656809,0,False,True,False
471,1769,"Jones, Smith and Hutchinson",3811.38,purchase,CA,declined,2026-05-24 13:50:16.657047,0,True,True,True
472,1388,"Oconnell, Yu and Wright",4924.06,withdrawal,CA,declined,2026-05-24 13:50:16.657280,0,True,True,True
473,2445,"Clark, Harper and Chavez",833.5,purchase,US,approved,2026-05-24 13:50:16.657513,1,False,False,False
474,3772,Simmons Inc,4959.3,withdrawal,UK,approved,2026-05-24 13:50:16.657602,0,True,True,True
475,3921,Garcia-Walker,1339.64,withdrawal,CA,approved,2026-05-24 13:50:16.657762,0,False,True,False
476,4944,"Brown, Kelley and Davis",2261.61,withdrawal,UK,approved,2026-05-24 13:50:16.657995,1,False,True,False
477,3741,"Black, Turner and Mueller",3014.0,withdrawal,UK,approved,2026-05-24 13:50:16.658230,1,True,True,True
478,1367,Delacruz-Ford,3986.25,purchase,US,declined,2026-05-24 13:50:16.658391,1,True,False,False
479,3874,Green-Ferguson,2375.34,transfer,NG,declined,2026-05-24 13:50:16.658551,0,False,True,False
480,3002,Williams-Winters,162.45,withdrawal,NG,declined,2026-05-24 13:50:16.658709,1,False,True,False
481,2495,"Sanchez, Harris and Webb",920.78,transfer,NG,approved,2026-05-24 13:50:16.658943,0,False,True,False
482,1518,Cox-Jacobson,3908.92,withdrawal,CA,declined,2026-05-24 13:50:16.659103,0,True,True,True
483,1663,"Klein, Holt and Reynolds",2531.16,purchase,NG,declined,2026-05-24 13:50:16.659335,0,False,True,False
484,4450,"Clark, Wells and Anderson",859.27,transfer,NG,declined,2026-05-24 13:50:16.659567,0,False,True,False
485,4407,"Flores, Wilson and Perry",3154.12,withdrawal,UK,approved,2026-05-24 13:50:16.659798,0,True,True,True
486,1899,Hughes and Sons,1194.09,transfer,UK,approved,2026-05-24 13:50:16.659887,0,False,True,False
487,1838,Wright PLC,1443.68,withdrawal,US,declined,2026-05-24 13:50:16.659978,0,False,False,False
488,1106,Hill-Gamble,3141.39,purchase,CA,approved,2026-05-24 13:50:16.660138,0,True,True,True
489,1165,Bright-Smith,2952.34,transfer,US,declined,2026-05-24 13:50:16.660298,0,False,False,False
490,1896,"Duncan, Young and Phillips",3105.13,purchase,NG,approved,2026-05-24 13:50:16.660535,0,True,True,True
491,1645,Hutchinson-Mccarthy,2699.63,transfer,US,approved,2026-05-24 13:50:16.660696,0,False,False,False
492,3376,Flores Group,1603.19,purchase,UK,approved,2026-05-24 13:50:16.660785,0,False,True,False
493,4215,Johnston-Wade,2378.9,withdrawal,NG,declined,2026-05-24 13:50:16.660944,0,False,True,False
494,4934,"Herman, Thomas and Nunez",2543.96,transfer,UK,declined,2026-05-24 13:50:16.661180,1,False,True,False
495,4763,"Chapman, Zimmerman and Williams",2977.9,purchase,CA,approved,2026-05-24 13:50:16.661412,0,False,True,False
496,1086,"Cordova, Anderson and Owens",2470.59,purchase,UK,declined,2026-05-24 13:50:16.661646,0,False,True,False
497,1348,"Taylor, Austin and Sandoval",3242.79,withdrawal,CA,approved,2026-05-24 13:50:16.661880,0,True,True,True
498,2651,Garner PLC,3595.01,purchase,US,declined,2026-05-24 13:50:16.662086,0,True,False,False
499,1627,Williams-Smith,4542.76,transfer,US,approved,2026-05-24 13:50:16.662272,0,True,False,False
500,3137,"Chang, Frost and Allen",1207.14,purchase,US,approved,2026-05-24 13:50:16.662512,0,False,False,False
501,3189,Koch-Jimenez,3554.56,purchase,NG,approved,2026-05-24 13:50:16.662682,0,True,True,True
502,3060,"Banks, Arellano and Fields",530.83,purchase,US,approved,2026-05-24 13:50:16.662925,0,False,False,False
